Time [s],Channel 0,Channel 1,Channel 2,Channel 3
0.070949000,0,1,0,1
0.070988100,0,0,0,1
0.071170800,0,0,1,1
0.071751600,1,0,1,1
0.071757600,1,0,0,1
0.071841900,1,0,0,0
0.072892600,1,1,0,0
0.073411600,1,1,1,0
0.073451600,1,1,0,0
0.073850000,1,1,0,1
0.073852700,0,1,0,1
0.073992000,0,1,0,0
0.074026900,0,0,0,0
0.075244900,1,0,0,0
0.076073800,1,0,1,0
0.076131700,1,1,1,0
0.076730000,1,1,1,1
0.077840400,0,1,1,1
0.078217000,0,0,1,1
0.078599500,0,0,0,1
0.079052100,0,1,0,1
0.079171400,1,1,0,1
0.079607500,1,1,0,0
0.079687400,1,1,1,0
0.080976000,1,1,0,0
0.081644500,0,1,0,0
0.082221000,0,0,0,0
0.082673700,0,0,0,1
0.083014300,0,0,1,1
0.083832200,0,0,0,1
0.084004700,0,0,0,0
0.084339200,1,0,0,0
0.084552800,0,0,0,0
0.084864400,1,0,0,0
0.085129200,1,0,1,0
0.085460700,1,1,1,0
0.085694500,0,1,1,0
0.085756500,0,1,1,1
0.085772500,0,1,0,1
0.085822900,0,1,0,0
0.085884400,0,0,0,0
0.086445200,0,1,0,0
0.087043600,0,1,0,1
0.087329600,1,1,0,1
0.087524600,0,1,0,1
0.087924500,0,1,1,1
0.088273600,0,1,1,0
0.088663800,0,1,1,1
0.089630300,0,0,1,1
0.089777100,0,0,0,1
0.090436000,1,0,0,1
0.091344200,1,1,0,1
0.091867900,1,1,0,0
0.091956000,0,1,0,0
0.092986900,0,1,1,0
0.093173600,0,0,1,0
0.093425800,1,0,1,0
0.093548400,1,1,1,0
0.094509900,1,1,1,1
0.095728600,1,0,1,1
0.095836900,0,0,1,1
0.095939400,1,0,1,1
0.096012200,1,0,0,1
0.096070400,0,0,0,1
0.097328000,0,0,0,0
0.098126800,0,1,0,0
0.098429100,0,0,0,0
0.098756800,0,0,1,0
0.098824300,1,0,1,0
0.098935800,0,0,1,0
0.099113900,0,0,1,1
0.099455400,0,0,1,0
0.100285900,0,1,1,0
0.100941100,0,0,1,0
0.101427200,1,0,1,0
0.102026000,1,0,0,0
0.102463100,1,0,0,1
0.102929100,1,0,1,1
0.102936700,0,0,1,1
0.103781400,0,0,1,0
0.103825000,1,0,1,0
0.103912400,1,1,1,0
0.104817900,1,1,1,1
0.105560900,1,1,0,1
0.106776800,1,0,0,1
0.106944900,0,0,0,1
0.107071300,0,0,0,0
0.107559100,0,0,0,1
0.108061200,0,1,0,1
0.108197500,0,1,1,1
0.108324000,0,1,0,1
0.108527300,1,1,0,1
0.108679400,1,1,0,0
0.108918900,1,1,1,0
0.109598500,1,1,0,0
0.110250900,1,0,0,0
0.110441100,0,0,0,0
0.110654500,0,0,0,1
0.111532700,0,1,0,1
0.112304900,1,1,0,1
0.112320400,1,1,0,0
0.112525100,1,1,1,0
0.112544600,1,0,1,0
0.112772200,1,0,0,0
0.113237000,1,1,0,0
0.113535300,1,0,0,0
0.113746400,0,0,0,0
0.113853800,0,0,1,0
0.114873300,0,0,1,1
0.115838100,1,0,1,1
0.116164000,0,0,1,1
0.116201700,0,0,0,1
0.116373200,0,1,0,1
0.117284400,0,1,0,0
0.117833000,0,1,1,0
0.117951300,0,1,1,1
0.118440800,1,1,1,1
0.119248800,1,0,1,1
0.119423800,1,1,1,1
0.119780900,0,1,1,1
0.119893600,0,1,1,0
0.120327900,0,0,1,0
0.120571500,0,0,0,0
0.120881300,1,0,0,0
0.120958100,0,0,0,0
0.121061700,1,0,0,0
0.122807900,1,0,0,1
0.122809500,1,0,1,1
0.122891100,1,1,1,1
0.124158800,0,1,1,1
0.124910000,0,1,1,0
0.125002100,0,0,1,0
0.125202200,1,0,1,0
0.125463200,1,0,0,0
0.125640400,1,0,0,1
0.125837500,1,0,1,1
0.126004500,1,1,1,1
0.126626200,0,1,1,1
0.127303200,0,1,0,1
0.127397400,0,1,1,1
0.127905000,0,0,1,1
0.128202800,0,0,1,0
0.128286000,0,0,0,0
0.128743200,0,0,1,0
0.129452500,0,1,1,0
0.129552700,1,1,1,0
0.130462100,1,1,0,0
0.131149800,0,1,0,0
0.131231000,0,0,0,0
0.131330500,0,0,0,1
0.131479500,1,0,0,1
0.132188400,1,0,0,0
0.132295300,0,0,0,0
0.132423800,0,0,1,0
0.132891000,0,0,0,0
0.133109800,0,1,0,0
0.133607100,1,1,0,0
0.133867500,1,1,0,1
0.134544600,1,1,0,0
0.134972800,0,1,0,0
0.135623600,0,0,0,0
0.135759100,0,0,1,0
0.137173900,1,0,1,0
0.137748300,1,0,1,1
0.138081600,1,0,1,0
0.138180600,1,1,1,0
0.138201000,1,1,0,0
0.140090900,0,1,0,0
0.140480900,0,1,0,1
0.140955700,1,1,0,1
0.141154700,1,1,1,1
0.141233700,1,0,1,1
0.142388900,0,0,1,1
0.142822100,0,1,1,1
0.142902900,0,1,0,1
0.143130000,1,1,0,1
0.143540100,1,1,0,0
0.144948500,0,1,0,0
0.144986200,0,1,1,0
0.145361000,0,0,1,0
0.145893400,0,1,1,0
0.145907200,0,1,1,1
0.146288000,0,1,1,0
0.146455700,0,1,0,0
0.147084500,1,1,0,0
0.147250900,1,1,0,1
0.147911300,1,1,1,1
0.147965900,1,0,1,1
0.148077500,1,0,0,1
0.148583300,1,1,0,1
0.149488500,0,1,0,1
0.149710600,1,1,0,1
0.149781300,1,1,0,0
0.150988400,1,1,1,0
0.151373400,1,0,1,0
0.151476900,1,0,1,1
0.152064800,0,0,1,1
0.152357800,0,0,0,1
0.153490000,1,0,0,1
0.153579500,1,1,0,1
0.153960400,1,1,1,1
0.154720000,1,1,1,0
0.155881900,1,1,1,1
0.156557200,0,1,1,1
0.156628800,0,0,1,1
0.157073500,0,0,0,1
0.158387600,1,0,0,1
0.158619700,1,0,0,0
0.158736600,1,1,0,0
0.159934500,1,1,1,0
0.160010600,0,1,1,0
0.160030100,0,1,0,0
0.160910800,0,1,1,0
0.161103500,0,0,1,0
0.161580900,0,0,1,1
0.162101900,1,0,1,1
0.162106300,1,0,0,1
0.162843000,1,1,0,1
0.164587900,1,1,0,0
0.164919800,0,1,0,0
0.165229200,0,1,1,0
0.165235000,0,0,1,0
0.165514500,0,0,1,1
0.165621100,0,0,1,0
0.165957900,1,0,1,0
0.166192700,1,0,1,1
0.167220500,1,0,0,1
0.167350100,1,1,0,1
0.167411400,1,1,0,0
0.168515400,1,1,0,1
0.168995600,0,1,0,1
0.169566200,0,1,1,1
0.169933900,0,0,1,1
0.170657400,0,0,1,0
0.170744100,1,0,1,0
0.172037300,1,0,0,0
0.172050900,0,0,0,0
0.173075100,0,1,0,0
0.173185700,0,1,1,0
0.173363300,1,1,1,0
0.173500000,0,1,1,0
0.173628500,0,1,1,1
0.174205300,0,1,0,1
0.174610000,0,0,0,1
0.174744400,1,0,0,1
0.174801000,1,0,0,0
0.174868500,1,0,1,0
0.175870400,1,0,1,1
0.176465500,1,1,1,1
0.176645900,0,1,1,1
0.177846300,0,1,0,1
0.177982700,0,1,0,0
0.178221900,1,1,0,0
0.178606700,1,0,0,0
0.179242800,1,0,1,0
0.179461400,1,1,1,0
0.179588600,1,1,0,0
0.180728900,1,1,0,1
0.180736800,0,1,0,1
0.180889200,0,1,0,0
0.181390800,0,0,0,0
0.181593700,0,0,1,0
0.182246700,0,0,0,0
0.182254600,0,1,0,0
0.182902500,0,0,0,0
0.183827000,1,0,0,0
0.184077300,1,0,0,1
0.184288400,1,0,1,1
0.185514600,1,0,0,1
0.185589300,1,1,0,1
0.185613500,1,1,0,0
0.186190500,1,1,1,0
0.186323600,0,1,1,0
0.186530400,1,1,1,0
0.187837000,1,0,1,0
0.188144300,1,0,0,0
0.188751200,1,0,0,1
0.189094900,0,0,0,1
0.189144000,0,0,0,0
0.189847000,1,0,0,0
0.190247100,1,0,0,1
0.190955500,1,0,1,1
0.190971900,1,1,1,1
0.191355000,1,0,1,1
0.191664100,1,1,1,1
0.192597900,0,1,1,1
0.193396500,0,1,1,0
0.193502000,1,1,1,0
0.193602500,1,0,1,0
0.193893200,1,0,0,0
0.194865700,1,0,1,0
0.195066100,1,0,0,0
0.195687200,0,0,0,0
0.195916300,0,1,0,0
0.195922100,1,1,0,0
0.196023500,1,1,0,1
0.197275100,1,1,1,1
0.197280700,0,1,1,1
0.198556600,0,0,1,1
0.198792800,0,1,1,1
0.198909700,0,1,1,0
0.200308900,0,1,0,0
0.200540100,1,1,0,0
0.201414300,1,0,0,0
0.201530900,1,0,0,1
0.202134700,1,0,1,1
0.202473500,0,0,1,1
0.202563600,0,1,1,1
0.203732900,0,1,1,0
0.204105300,1,1,1,0
0.204539400,1,0,1,0
0.204935100,1,0,0,0
0.206348900,1,1,0,0
0.206537600,1,1,0,1
0.206967100,0,1,0,1
0.207039200,0,1,1,1
0.207313800,0,1,0,1
0.207370600,0,1,0,0
0.207945000,0,1,0,1
0.208097200,0,0,0,1
0.208411600,0,0,1,1
0.208982600,0,1,1,1
0.209497500,1,1,1,1
0.210194000,1,0,1,1
0.210950400,1,0,1,0
0.211278600,1,0,0,0
0.211325000,0,0,0,0
0.211472900,0,0,1,0
0.212420300,0,1,1,0
0.212634800,1,1,1,0
0.212915800,0,1,1,0
0.212970000,1,1,1,0
0.213073800,1,0,1,0
0.213077300,1,0,1,1
0.213142500,1,0,1,0
0.213369900,1,0,0,0
0.214172300,1,0,1,0
0.214458600,0,0,1,0
0.215257200,0,0,1,1
0.215927300,0,0,1,0
0.216194400,0,1,1,0
0.216198600,1,1,1,0
0.216260700,1,1,0,0
0.216875100,1,1,1,0
0.218206200,1,1,0,0
0.218462000,1,0,0,0
0.218810900,0,0,0,0
0.218931800,0,0,0,1
0.219241600,0,1,0,1
0.220039200,0,1,1,1
0.220173200,0,0,1,1
0.220442600,0,0,1,0
0.220746100,1,0,1,0
0.221185600,1,0,0,0
0.221777800,0,0,0,0
0.221807700,0,0,0,1
0.221907800,0,1,0,1
0.223224600,0,1,0,0
0.224076500,1,1,0,0
0.224226500,1,1,1,0
0.224706900,1,1,1,1
0.224906200,1,0,1,1
0.224960400,1,0,0,1
0.225018300,1,0,0,0
0.225226800,0,0,0,0
0.226751900,1,0,0,0
0.227704400,1,0,0,1
0.227880800,1,0,1,1
0.227927700,1,1,1,1
0.229108200,1,1,0,1
0.229682900,1,1,1,1
0.229760300,0,1,1,1
0.230455000,0,1,0,1
0.230462100,0,1,0,0
0.230946700,0,0,0,0
0.231457500,0,1,0,0
0.231632700,1,1,0,0
0.231925700,1,1,0,1
0.232299600,1,1,1,1
0.233560600,1,0,1,1
0.234107500,1,0,0,1
0.234118600,0,0,0,1
0.234435500,1,0,0,1
0.234998300,1,0,0,0
0.235319900,1,1,0,0
0.235916400,1,1,0,1
0.236042200,1,1,0,0
0.236588100,1,1,1,0
0.236696100,1,1,0,0
0.237702200,0,1,0,0
0.237789700,0,0,0,0
0.237820200,0,0,0,1
0.238846800,0,1,0,1
0.238959200,1,1,0,1
0.239382900,1,1,1,1
0.239601100,1,1,0,1
0.239716500,1,1,1,1
0.240281600,1,1,0,1
0.240288100,1,1,1,1
0.240782900,1,1,1,0
0.240807200,1,0,1,0
0.240863900,1,1,1,0
0.240871100,1,1,0,0
0.241570400,0,1,0,0
0.242614400,0,1,1,0
0.242690800,0,0,1,0
0.243259100,0,1,1,0
0.244033700,0,1,1,1
0.244039000,0,1,0,1
0.244083300,0,1,0,0
0.244829300,1,1,0,0
0.245292600,1,1,1,0
0.245395300,1,0,1,0
0.245729600,1,1,1,0
0.246194700,0,1,1,0
0.246204700,0,1,0,0
0.246831300,0,1,1,0
0.246868100,0,1,1,1
0.247437400,0,1,1,0
0.247758800,0,0,1,0
0.248307600,0,0,0,0
0.248536000,0,1,0,0
0.249053600,0,0,0,0
0.249339400,1,0,0,0
0.249439700,1,0,1,0
0.250180100,1,0,0,0
0.250426800,1,0,0,1
0.251182100,1,1,0,1
0.251522200,1,1,1,1
0.252169800,0,1,1,1
0.252701500,0,1,1,0
0.254117900,0,0,1,0
0.254595700,0,0,0,0
0.255210900,1,0,0,0
0.255765000,1,0,0,1
0.255775300,1,1,0,1
0.256661500,1,0,0,1
0.257660200,1,1,0,1
0.257708700,1,1,1,1
0.258007300,0,1,1,1
0.258204800,0,1,0,1
0.258432400,0,0,0,1
0.258437700,0,0,0,0
0.258904600,0,0,1,0
0.259150100,1,0,1,0
0.259916100,1,0,0,0
0.260004900,1,0,1,0
0.260822000,1,0,1,1
0.261115300,1,0,0,1
0.261306200,1,1,0,1
0.261442100,0,1,0,1
0.261756200,0,1,1,1
0.262004900,0,0,1,1
0.262828700,1,0,1,1
0.262907100,1,0,1,0
0.263255000,1,0,0,0
0.263658500,1,1,0,0
0.263744400,1,0,0,0
0.264904900,1,0,1,0
0.266014700,1,0,1,1
0.266061700,0,0,1,1
0.266581900,0,1,1,1
0.267221200,0,1,0,1
0.267431000,0,0,0,1
0.268216800,1,0,0,1
0.268810800,1,0,0,0
0.269005400,1,1,0,0
0.269118900,0,1,0,0
0.269430900,0,1,1,0
0.269576500,1,1,1,0
0.270091500,1,1,0,0
0.270925400,1,1,0,1
0.270937600,1,0,0,1
0.271439800,1,0,1,1
0.272190100,0,0,1,1
0.272514700,0,0,0,1
0.272790400,0,1,0,1
0.272961500,0,1,0,0
0.274062800,0,1,0,1
0.274838000,1,1,0,1
0.275166400,1,1,0,0
0.275488400,1,1,1,0
0.275684400,0,1,1,0
0.275938400,0,0,1,0
0.276183500,0,0,1,1
0.276937500,0,0,0,1
0.277221000,1,0,0,1
0.277302700,1,0,0,0
0.277603600,0,0,0,0
0.278436200,0,1,0,0
0.278548700,0,1,0,1
0.279498900,1,1,0,1
0.279548000,0,1,0,1
0.280171800,0,1,1,1
0.280395400,1,1,1,1
0.280657500,1,0,1,1
0.281179300,0,0,1,1
0.281231700,0,0,1,0
0.281442500,1,0,1,0
0.281692600,1,0,0,0
0.281896300,0,0,0,0
0.282502500,1,0,0,0
0.282744900,1,1,0,0
0.284252300,1,1,0,1
0.284286400,1,0,0,1
0.284965600,1,0,1,1
0.285213900,1,1,1,1
0.285549500,0,1,1,1
0.285584000,1,1,1,1
0.286660000,0,1,1,1
0.287424200,0,1,1,0
0.287713400,0,0,1,0
0.287973600,0,0,0,0
0.288194800,1,0,0,0
0.288856700,1,0,0,1
0.289593000,1,0,0,0
0.290004900,0,0,0,0
0.290096100,0,0,1,0
0.290519000,0,1,1,0
0.290695200,0,1,0,0
0.291373900,0,1,1,0
0.291612400,0,0,1,0
0.292465400,0,0,1,1
0.293058000,1,0,1,1
0.293532800,0,0,1,1
0.294114700,0,1,1,1
0.294186600,0,1,1,0
0.294628000,0,1,0,0
0.295823300,1,1,0,0
0.296656600,1,1,0,1
0.296911100,1,1,0,0
0.297123700,1,0,0,0
0.297421900,1,0,1,0
0.298555900,1,0,0,0
0.298640600,1,0,0,1
0.299046100,0,0,0,1
0.300076300,0,1,0,1
0.300552200,0,1,1,1
0.300763500,0,1,1,0
0.301274100,1,1,1,0
0.301961700,0,1,1,0
0.302328800,0,1,1,1
0.302510100,0,0,1,1
0.302867300,1,0,1,1
0.303069300,1,0,0,1
0.303155600,1,0,0,0
0.303836700,1,1,0,0
0.304130200,0,1,0,0
0.304724900,1,1,0,0
0.305008200,1,1,1,0
0.305258200,1,1,1,1
0.305452600,1,1,1,0
0.305956100,1,0,1,0
0.305975900,0,0,1,0
0.306659700,0,0,0,0
0.306997000,0,0,1,0
0.307442800,1,0,1,0
0.308249400,1,0,1,1
0.308944800,1,1,1,1
0.309170100,1,1,0,1
0.309697000,1,1,1,1
0.310137900,1,1,0,1
0.310615900,0,1,0,1
0.310988200,0,0,0,1
0.311208800,0,0,0,0
0.312596800,1,0,0,0
0.312808400,1,1,0,0
0.313132500,1,1,1,0
0.313803200,1,1,0,0
0.313853500,1,1,0,1
0.314592900,1,0,0,1
0.314951900,0,0,0,1
0.315184600,0,0,0,0
0.316199700,0,0,0,1
0.316594700,0,0,1,1
0.316624800,0,1,1,1
0.317421700,1,1,1,1
0.317531700,1,1,0,1
0.317584200,1,1,0,0
0.317610200,0,1,0,0
0.318233400,0,1,1,0
0.319133200,0,1,1,1
0.319762100,0,0,1,1
0.319877300,0,1,1,1
0.319950800,1,1,1,1
0.320952100,1,1,0,1
0.321007900,1,0,0,1
0.321617300,0,0,0,1
0.321710900,0,0,0,0
0.321997400,0,0,0,1
0.322461700,0,0,1,1
0.323005600,0,1,1,1
0.323735000,1,1,1,1
0.323984400,1,1,1,0
0.324216100,1,1,0,0
0.324437200,0,1,0,0
0.325467000,0,0,0,0
0.325510800,1,0,0,0
0.325667000,0,0,0,0
0.325806900,1,0,0,0
0.326074100,1,0,0,1
0.326235500,1,0,0,0
0.326285200,0,0,0,0
0.327482500,0,0,1,0
0.327831800,0,1,1,0
0.328377100,1,1,1,0
0.328745400,1,1,1,1
0.329273900,1,1,0,1
0.330082100,1,1,0,0
0.330408200,0,1,0,0
0.330994000,0,0,0,0
0.330998800,1,0,0,0
0.331551500,0,0,0,0
0.331693400,0,0,0,1
0.331719000,0,1,0,1
0.332026800,0,1,1,1
0.332649200,0,0,1,1
0.333008500,1,0,1,1
0.334227300,1,0,1,0
0.334244400,1,1,1,0
0.334856600,1,1,0,0
0.335211200,1,1,1,0
0.335611300,1,1,0,0
0.336087600,0,1,0,0
0.336953800,0,0,0,0
0.337109500,0,0,1,0
0.337125700,0,0,1,1
0.337499700,0,0,1,0
0.338283500,0,0,1,1
0.338378900,0,1,1,1
0.339183400,0,1,1,0
0.339265100,1,1,1,0
0.339334600,1,0,1,0
0.339936500,1,0,0,0
0.340129600,0,0,0,0
0.340184500,0,0,0,1
0.340333400,0,1,0,1
0.340550800,0,1,1,1
0.340674700,0,1,1,0
0.341833500,0,1,0,0
0.341917900,0,1,0,1
0.342627900,1,1,0,1
0.342986600,1,0,0,1
0.343332800,1,0,1,1
0.343617400,1,1,1,1
0.344775700,1,1,1,0
0.345016900,1,0,1,0
0.345144600,1,0,1,1
0.345375500,1,1,1,1
0.345434900,0,1,1,1
0.345645800,0,0,1,1
0.346263600,0,0,0,1
0.346836800,1,0,0,1
0.347210300,0,0,0,1
0.347441200,0,1,0,1
0.347593400,0,1,0,0
0.348209400,0,1,1,0
0.348637400,0,1,1,1
0.348686300,1,1,1,1
0.349168500,0,1,1,1
0.349532800,0,0,1,1
0.349978400,0,0,0,1
0.350150300,0,0,1,1
0.350632000,0,0,1,0
0.351767500,0,1,1,0
0.352160000,0,0,1,0
0.352186900,0,0,1,1
0.352197100,0,0,1,0
0.352340900,1,0,1,0
0.352698400,1,0,0,0
0.353323200,1,0,1,0
0.353526800,1,1,1,0
0.353618900,1,1,0,0
0.353791500,0,1,0,0
0.354751100,0,1,0,1
0.354804800,0,0,0,1
0.355938000,0,0,1,1
0.355966500,0,0,0,1
0.356283800,0,0,0,0
0.356601900,0,0,0,1
0.356957500,1,0,0,1
0.357144300,1,0,1,1
0.357161900,0,0,1,1
0.357166600,1,0,1,1
0.357746300,1,1,1,1
0.358209500,1,1,1,0
0.358464700,1,0,1,0
0.359841200,1,0,1,1
0.360010100,1,0,0,1
0.360418300,0,0,0,1
0.360460900,0,1,0,1
0.360682900,0,0,0,1
0.361336400,0,0,0,0
0.361406700,1,0,0,0
0.361962500,1,0,0,1
0.362568300,1,0,0,0
0.362643700,1,0,1,0
0.363464100,1,1,1,0
0.364153200,0,1,1,0
0.364369300,0,1,0,0
0.364653600,1,1,0,0
0.365355400,1,1,0,1
0.365383400,1,1,1,1
0.365454500,1,0,1,1
0.366272700,0,0,1,1
0.366400100,1,0,1,1
0.366591300,1,0,1,0
0.366680500,1,1,1,0
0.367715200,1,1,0,0
0.368490900,0,1,0,0
0.369197600,0,1,1,0
0.369435500,0,0,1,0
0.369568500,0,0,0,0
0.369571500,0,0,0,1
0.371654500,0,0,0,0
0.371685900,1,0,0,0
0.371873700,1,1,0,0
0.371942800,1,1,1,0
0.372196300,1,1,0,0
0.372791500,1,1,1,0
0.373056900,1,1,1,1
0.373163300,1,1,1,0
0.373438700,1,1,0,0
0.373740500,1,0,0,0
0.374057700,0,0,0,0
0.374321300,1,0,0,0
0.374527900,0,0,0,0
0.375500200,0,0,1,0
0.375698900,0,0,1,1
0.375990700,0,0,1,0
0.376278700,1,0,1,0
0.376596100,1,1,1,0
0.377030500,1,1,1,1
0.377478600,1,0,1,1
0.377534000,1,0,0,1
0.378188900,1,1,0,1
0.378850000,0,1,0,1
0.379079700,0,1,0,0
0.379180800,0,0,0,0
0.379710300,0,1,0,0
0.379814300,0,1,1,0
0.379848800,0,0,1,0
0.379986000,0,0,0,0
0.380282000,1,0,0,0
0.380415500,1,0,0,1
0.380919700,1,1,0,1
0.380987100,1,1,1,1
0.381312900,0,1,1,1
0.381791100,1,1,1,1
0.382470000,1,0,1,1
0.382913100,0,0,1,1
0.383359600,0,0,1,0
0.383581000,0,0,0,0
0.384383300,1,0,0,0
0.385041300,1,0,0,1
0.385247600,0,0,0,1
0.385426600,0,0,1,1
0.385444300,0,1,1,1
0.385600500,0,0,1,1
0.385974900,0,1,1,1
0.386239700,0,1,1,0
0.386531700,0,0,1,0
0.387485800,1,0,1,0
0.387589100,1,0,0,0
0.388208800,1,1,0,0
0.388317500,0,1,0,0
0.389195500,0,1,0,1
0.389942400,0,0,0,1
0.390357100,0,0,1,1
0.390373400,0,0,0,1
0.390679000,0,1,0,1
0.391083300,0,1,1,1
0.391206300,1,1,1,1
0.391645900,0,1,1,1
0.391740700,0,1,1,0
0.392078300,0,1,1,1
0.392620200,0,1,1,0
0.392646700,0,1,0,0
0.392805900,0,0,0,0
0.393901900,1,0,0,0
0.394465500,1,0,1,0
0.394795300,0,0,1,0
0.395550900,0,1,1,0
0.395715600,0,1,1,1
0.396807600,1,1,1,1
0.396908600,1,1,0,1
0.397454100,1,1,0,0
0.397674000,0,1,0,0
0.398121700,0,0,0,0
0.398272600,0,0,1,0
0.398334300,0,0,0,0
0.399008400,0,1,0,0
0.399137900,0,0,0,0
0.399397800,0,0,0,1
0.399595600,1,0,0,1
0.399954200,1,0,1,1
0.401077200,1,1,1,1
0.401240300,1,1,1,0
0.401876400,0,1,1,0
0.402714900,0,1,1,1
0.402830300,0,1,0,1
0.403847800,0,1,0,0
0.404065000,0,1,1,0
0.404121600,0,0,1,0
0.405051800,1,0,1,0
0.405200800,1,0,1,1
0.405229800,0,0,1,1
0.405937200,1,0,1,1
0.405959800,1,0,0,1
0.405987000,1,0,0,0
0.406665500,1,1,0,0
0.406969800,1,0,0,0
0.407299400,0,0,0,0
0.407360800,1,0,0,0
0.407481100,1,0,0,1
0.408433500,1,0,1,1
0.409506100,1,1,1,1
0.409747000,0,1,1,1
0.410179900,0,1,0,1
