Time [s],Channel 0,Channel 1,Channel 2,Channel 3
0.034397700,1,1,0,1
0.034436900,1,1,0,0
0.034484900,1,1,1,0
0.035922400,0,1,1,0
0.036130100,0,1,0,0
0.036608800,0,1,0,1
0.036987800,1,1,0,1
0.037084200,1,1,0,0
0.037105300,1,0,0,0
0.037260100,1,1,0,0
0.037522200,1,1,1,0
0.037801000,0,1,1,0
0.038322300,0,1,0,0
0.038530100,1,1,0,0
0.039319000,1,1,0,1
0.039524500,0,1,0,1
0.039761100,0,0,0,1
0.039893700,1,0,0,1
0.040148900,0,0,0,1
0.040288100,0,0,1,1
0.040411300,0,1,1,1
0.040607400,0,0,1,1
0.041987500,0,0,0,1
0.042158600,0,0,0,0
0.042258800,0,0,1,0
0.042451500,1,0,1,0
0.042598900,0,0,1,0
0.043193200,0,1,1,0
0.044027400,0,1,0,0
0.044241800,0,1,0,1
0.044763200,1,1,0,1
0.045067300,1,0,0,1
0.046020100,1,0,1,1
0.046059900,1,0,1,0
0.046263100,1,1,1,0
0.046973900,1,0,1,0
0.047826000,1,0,1,1
0.047872100,0,0,1,1
0.048307600,0,0,1,0
0.049039900,0,0,0,0
0.049123900,1,0,0,0
0.049441200,1,0,1,0
0.049643800,1,0,0,0
0.049976600,1,1,0,0
0.050344100,1,1,1,0
0.050454800,1,1,1,1
0.051396600,0,1,1,1
0.051462600,1,1,1,1
0.051715800,1,1,1,0
0.052013700,1,1,0,0
0.052040300,1,1,0,1
0.053200300,1,0,0,1
0.053847200,1,0,1,1
0.054614600,1,0,1,0
0.054655500,0,0,1,0
0.054681400,0,1,1,0
0.054988300,1,1,1,0
0.055069800,1,1,1,1
0.055212300,1,1,0,1
0.055331200,1,1,1,1
0.055961600,1,0,1,1
0.056042100,1,0,0,1
0.057468700,1,0,1,1
0.057591300,0,0,1,1
0.057691000,1,0,1,1
0.057793100,1,1,1,1
0.057899000,1,1,1,0
0.059309200,0,1,1,0
0.060272200,0,0,1,0
0.060536800,0,0,0,0
0.060648500,0,0,0,1
0.061969700,0,0,0,0
0.062467400,0,0,0,1
0.062555800,1,0,0,1
0.062698400,1,0,1,1
0.062907200,1,1,1,1
0.064625300,1,0,1,1
0.064735900,0,0,1,1
0.064888800,0,0,1,0
0.065197600,0,0,0,0
0.065580600,0,0,0,1
0.066357800,0,1,0,1
0.067320400,0,1,1,1
0.067342800,1,1,1,1
0.067720500,1,1,0,1
0.067966700,1,1,1,1
0.068143400,1,1,0,1
0.068179000,1,1,0,0
0.068184300,1,1,1,0
0.068832700,0,1,1,0
0.069554400,0,0,1,0
0.070059900,0,1,1,0
0.070348800,0,1,0,0
0.070490600,0,1,0,1
0.070906100,0,1,0,0
0.071442700,0,1,1,0
0.071743300,0,1,0,0
0.072024800,1,1,0,0
0.072504000,1,1,1,0
0.072609300,1,0,1,0
0.073008300,1,0,1,1
0.073386200,0,0,1,1
0.073549000,0,0,0,1
0.073602900,1,0,0,1
0.073811100,0,0,0,1
0.074483600,0,0,0,0
0.075113600,0,0,1,0
0.075625500,1,0,1,0
0.075713000,1,1,1,0
0.076818600,1,1,1,1
0.077487200,1,1,0,1
0.077572900,0,1,0,1
0.077865200,0,0,0,1
0.078589300,0,1,0,1
0.079400100,0,1,0,0
0.080531000,1,1,0,0
0.080543900,1,1,1,0
0.081059500,1,0,1,0
0.081297900,1,0,0,0
0.081516800,1,0,1,0
0.081622500,1,0,1,1
0.081716400,1,1,1,1
0.081767000,1,1,0,1
0.082844500,1,0,0,1
0.082957400,1,0,1,1
0.083409600,0,0,1,1
0.084347000,0,1,1,1
0.084569200,0,1,1,0
0.084640500,0,1,1,1
0.084834200,0,1,0,1
0.085406900,0,0,0,1
0.085724700,0,0,1,1
0.086021100,0,0,0,1
0.086553700,1,0,0,1
0.087399000,1,0,1,1
0.087498100,1,1,1,1
0.087811900,1,1,1,0
0.088693200,1,1,0,0
0.088760300,1,1,0,1
0.089322800,1,0,0,1
0.089325400,0,0,0,1
0.089896600,1,0,0,1
0.091916700,1,0,0,0
0.091966200,1,0,1,0
0.092108800,1,1,1,0
0.092419900,0,1,1,0
0.092452700,0,0,1,0
0.092604900,0,0,1,1
0.093931700,0,1,1,1
0.094965000,0,1,0,1
0.095102500,0,0,0,1
0.095256500,0,1,0,1
0.095627100,1,1,0,1
0.095799900,0,1,0,1
0.095821000,0,1,0,0
0.095963500,0,1,0,1
0.096279000,0,1,1,1
0.096586900,0,0,1,1
0.096923800,0,0,0,1
0.097169600,0,0,0,0
0.097756200,1,0,0,0
0.097963100,1,1,0,0
0.098783100,0,1,0,0
0.099454600,0,1,1,0
0.099462300,0,1,1,1
0.100380900,0,0,1,1
0.100548200,0,0,1,0
0.101215900,0,0,1,1
0.101436600,1,0,1,1
0.101524700,1,0,0,1
0.101689700,1,1,0,1
0.102918900,1,0,0,1
0.103632800,1,0,0,0
0.104317000,0,0,0,0
0.104721200,0,0,1,0
0.105322900,1,0,1,0
0.105720100,1,1,1,0
0.105739700,1,1,1,1
0.106199100,0,1,1,1
0.106682400,0,1,0,1
0.107019800,0,1,0,0
0.107720400,0,1,0,1
0.107739100,1,1,0,1
0.108613200,0,1,0,1
0.108623900,1,1,0,1
0.108826700,1,0,0,1
0.108865900,1,1,0,1
0.109723200,1,1,1,1
0.109798900,1,1,1,0
0.110080400,0,1,1,0
0.110575400,1,1,1,0
0.110852400,1,0,1,0
0.111137000,1,0,1,1
0.111435400,1,0,0,1
0.111590500,0,0,0,1
0.112198700,0,1,0,1
0.113308300,0,1,0,0
0.113572400,0,1,0,1
0.114326500,0,1,1,1
0.114454900,0,0,1,1
0.114467200,1,0,1,1
0.114502100,1,0,1,0
0.114587100,0,0,1,0
0.114840400,0,1,1,0
0.115093300,0,0,1,0
0.115910000,0,0,0,0
0.116301700,0,0,1,0
0.116909700,0,0,0,0
0.116960400,0,0,0,1
0.117074100,0,0,0,0
0.117493400,1,0,0,0
0.118061600,1,1,0,0
0.118340100,1,1,0,1
0.120015900,1,1,1,1
0.120095100,0,1,1,1
0.120131900,0,1,0,1
0.120645300,0,0,0,1
0.121085800,0,0,0,0
0.121232500,0,1,0,0
0.121966400,1,1,0,0
0.122042900,1,1,1,0
0.122805900,1,1,1,1
0.122851800,1,0,1,1
0.124307400,1,0,0,1
0.124732100,0,0,0,1
0.125356800,1,0,0,1
0.125435500,1,1,0,1
0.125925000,1,1,0,0
0.126765700,0,1,0,0
0.126857200,0,1,0,1
0.127082700,0,1,1,1
0.127551600,0,1,1,0
0.128209800,0,1,0,0
0.128443700,0,0,0,0
0.128728400,0,1,0,0
0.129053500,0,1,1,0
0.129541400,1,1,1,0
0.129567700,1,1,1,1
0.129827100,0,1,1,1
0.129845900,0,1,1,0
0.130225800,0,0,1,0
0.130998000,0,0,1,1
0.131059600,0,0,1,0
0.131636800,0,1,1,0
0.131758700,1,1,1,0
0.131977800,1,1,0,0
0.132745100,1,1,0,1
0.133405800,1,0,0,1
0.133558600,0,0,0,1
0.133846700,0,0,0,0
0.134026900,1,0,0,0
0.134281100,1,1,0,0
0.134620600,0,1,0,0
0.134808400,0,0,0,0
0.134912300,0,0,1,0
0.136231900,0,0,1,1
0.136578900,0,0,1,0
0.136854000,0,0,0,0
0.137274400,1,0,0,0
0.137356700,1,1,0,0
0.137394900,0,1,0,0
0.137693200,1,1,0,0
0.137868000,0,1,0,0
0.138502100,0,0,0,0
0.139269700,1,0,0,0
0.139350800,1,0,1,0
0.139376200,1,0,1,1
0.139621000,1,0,1,0
0.140320500,1,1,1,0
0.140680300,1,1,0,0
0.141455400,1,1,1,0
0.141528500,1,1,1,1
0.141951100,0,1,1,1
0.142261900,0,0,1,1
0.142443900,0,0,1,0
0.144601000,0,0,0,0
0.144814400,0,0,1,0
0.144912900,0,0,1,1
0.145171200,1,0,1,1
0.145529500,1,1,1,1
0.146709700,0,1,1,1
0.146718900,1,1,1,1
0.147082800,1,1,1,0
0.147438800,1,0,1,0
0.147647600,1,0,1,1
0.147923100,1,0,0,1
0.148119800,1,1,0,1
0.149567000,0,1,0,1
0.150207800,0,0,0,1
0.150304700,0,0,0,0
0.150348300,0,0,1,0
0.151483500,0,1,1,0
0.151567700,0,1,0,0
0.151833900,1,1,0,0
0.153305100,1,1,0,1
0.153382800,1,1,1,1
0.153842400,1,0,1,1
0.154565800,0,0,1,1
0.155569400,0,0,0,1
0.156279800,0,0,0,0
0.156388200,0,1,0,0
0.156743800,0,0,0,0
0.157131900,1,0,0,0
0.157374200,1,0,0,1
0.158062800,1,0,1,1
0.159108400,1,0,0,1
0.159247900,1,1,0,1
0.160336500,0,1,0,1
0.160449500,0,1,0,0
0.160839900,1,1,0,0
0.161359700,1,1,1,0
0.161426600,1,0,1,0
0.162702500,1,0,0,0
0.162945900,1,1,0,0
0.163382200,1,1,1,0
0.163395700,1,1,0,0
0.163458400,1,1,0,1
0.163528800,1,1,0,0
0.163879200,1,1,0,1
0.163917500,0,1,0,1
0.165088500,0,1,0,0
0.165445800,0,1,1,0
0.165605300,1,1,1,0
0.165742100,1,0,1,0
0.165911000,0,0,1,0
0.166125100,0,0,1,1
0.166194000,0,1,1,1
0.166757900,1,1,1,1
0.167050800,0,1,1,1
0.167361500,0,1,0,1
0.167794200,0,0,0,1
0.168533000,0,0,0,0
0.169326000,0,0,0,1
0.169654100,0,1,0,1
0.169699000,0,0,0,1
0.170237300,1,0,0,1
0.170480100,1,0,1,1
0.171303000,1,0,1,0
0.171663700,1,0,1,1
0.172502500,1,1,1,1
0.173083900,1,1,1,0
0.173262900,1,1,0,0
0.173325900,0,1,0,0
0.173742100,1,1,0,0
0.174143700,1,0,0,0
0.174561800,0,0,0,0
0.174857100,0,0,1,0
0.175119700,0,0,1,1
0.175352000,1,0,1,1
0.175516900,0,0,1,1
0.175656800,0,0,0,1
0.176507200,1,0,0,1
0.177376200,1,1,0,1
0.178166200,1,1,1,1
0.178270100,1,1,1,0
0.178555200,1,1,0,0
0.179382000,1,1,1,0
0.179431400,0,1,1,0
0.179583100,0,1,1,1
0.179742300,1,1,1,1
0.180439300,1,0,1,1
0.180522100,1,1,1,1
0.180910400,1,1,1,0
0.180936400,0,1,1,0
0.181048500,0,1,0,0
0.181506700,0,0,0,0
0.181940500,1,0,0,0
0.182117300,1,0,1,0
0.182804400,1,0,1,1
0.183042300,0,0,1,1
0.183103700,0,1,1,1
0.183137500,0,1,0,1
0.184005100,0,0,0,1
0.185307300,0,0,0,0
0.185459800,0,0,1,0
0.185651100,0,1,1,0
0.185860900,0,1,0,0
0.186029500,0,1,0,1
0.186136500,1,1,0,1
0.186847500,1,1,0,0
0.187010800,1,1,1,0
0.187745600,0,1,1,0
0.187907300,0,0,1,0
0.189010000,0,1,1,0
0.189038500,0,1,1,1
0.189590600,0,1,0,1
0.190106700,0,1,0,0
0.190715500,1,1,0,0
0.190801200,1,0,0,0
0.191307800,1,0,1,0
0.191830200,1,0,1,1
0.192645500,1,0,0,1
0.192740800,0,0,0,1
0.193222000,0,0,0,0
0.193715900,0,1,0,0
0.193844900,1,1,0,0
0.194093200,1,1,1,0
0.195266300,0,1,1,0
0.196087600,0,1,1,1
0.196686800,0,0,1,1
0.196739400,0,0,0,1
0.196853300,0,0,1,1
0.198030600,1,0,1,1
0.198229600,1,1,1,1
0.198363600,1,1,1,0
0.198569900,1,1,0,0
0.199164000,1,0,0,0
0.199269100,1,0,1,0
0.199304800,1,0,1,1
0.199463300,0,0,1,1
0.199609700,0,0,1,0
0.200567800,0,1,1,0
0.200839300,0,1,1,1
0.200917800,0,0,1,1
0.201927800,1,0,1,1
0.202161600,1,0,1,0
0.202321000,1,0,0,0
0.202325900,0,0,0,0
0.203066900,0,1,0,0
0.203476000,0,1,1,0
0.203843000,1,1,1,0
0.204150400,1,1,1,1
0.204720100,0,1,1,1
0.205217100,0,1,1,0
0.205466000,0,0,1,0
0.205757700,0,0,0,0
0.205762100,0,1,0,0
0.206987500,0,1,1,0
0.207436400,0,1,1,1
0.207490600,1,1,1,1
0.208053400,1,0,1,1
0.208418700,1,0,0,1
0.209248800,1,0,1,1
0.210252000,1,0,1,0
0.210430100,0,0,1,0
0.210467000,0,1,1,0
0.210609500,0,1,0,0
0.211080400,1,1,0,0
0.212579100,1,0,0,0
0.213002200,1,0,0,1
0.213355100,0,0,0,1
0.213830900,0,0,1,1
0.214573900,0,1,1,1
0.214742200,0,1,0,1
0.214763400,0,1,0,0
0.215915000,0,1,0,1
0.215931700,1,1,0,1
0.216402400,1,0,0,1
0.216517800,1,0,1,1
0.217368400,1,0,1,0
0.218200100,0,0,1,0
0.218201100,0,0,1,1
0.218397100,0,1,1,1
0.218674100,0,1,0,1
0.219226900,1,1,0,1
0.220815900,1,1,1,1
0.220854400,0,1,1,1
0.220988500,0,0,1,1
0.221001100,0,0,1,0
0.221436400,0,0,1,1
0.221514300,0,1,1,1
0.221549200,0,1,1,0
0.221672500,1,1,1,0
0.223396100,1,0,1,0
0.223544800,1,0,0,0
0.223576700,1,0,0,1
0.224291700,0,0,0,1
0.224985500,0,0,1,1
0.225337400,0,0,1,0
0.225337600,0,0,0,0
0.225494500,0,0,1,0
0.226336400,0,1,1,0
0.227137700,1,1,1,0
0.227882900,1,0,1,0
0.227926800,1,1,1,0
0.227979700,1,1,0,0
0.228215300,1,1,0,1
0.228457800,1,1,1,1
0.229410200,1,1,1,0
0.229501500,1,1,0,0
0.229711500,0,1,0,0
0.229906900,0,1,0,1
0.230325300,0,0,0,1
0.231119000,0,0,1,1
0.231899600,1,0,1,1
0.232275200,1,1,1,1
0.232319300,1,1,0,1
0.232765300,1,1,0,0
0.233016300,1,1,0,1
0.233440700,1,0,0,1
0.234240000,1,1,0,1
0.234740500,1,1,1,1
0.234809000,0,1,1,1
0.234851800,0,1,1,0
0.235296900,0,1,1,1
0.235602000,0,0,1,1
0.235758000,0,1,1,1
0.235880200,1,1,1,1
0.237146500,1,0,1,1
0.237532200,1,0,0,1
0.237758500,1,0,0,0
0.238897900,0,0,0,0
0.239535400,0,0,0,1
0.239730300,0,1,0,1
0.240078200,0,0,0,1
0.240483400,0,0,1,1
0.240820300,0,1,1,1
0.241185700,0,1,1,0
0.241570700,1,1,1,0
0.242855200,1,0,1,0
0.243071700,0,0,1,0
0.243105100,0,0,0,0
0.243509200,1,0,0,0
0.244448000,1,1,0,0
0.244453700,1,1,0,1
0.245102600,1,1,1,1
0.245435600,0,1,1,1
0.246317300,1,1,1,1
0.246451500,1,1,0,1
0.247514000,1,1,0,0
0.247556500,1,0,0,0
0.247971800,1,0,1,0
0.248123200,0,0,1,0
0.248941300,0,0,0,0
0.249353800,0,1,0,0
0.250320400,0,1,1,0
0.250702700,1,1,1,0
0.250735500,1,1,1,1
0.251885700,1,0,1,1
0.252718300,1,0,0,1
0.253210300,1,0,0,0
0.253407200,1,1,0,0
0.253922300,1,0,0,0
0.253953200,0,0,0,0
0.254294100,0,0,0,1
0.254300100,0,0,0,0
0.255013400,0,0,0,1
0.255100500,0,0,0,0
0.255547400,0,0,0,1
0.255829100,0,0,1,1
0.256093400,0,0,0,1
0.256230900,1,0,0,1
0.256628900,1,1,0,1
0.257239600,0,1,0,1
0.258759500,0,1,0,0
0.259133700,0,1,1,0
0.259261200,0,0,1,0
0.259568400,1,0,1,0
0.259819800,0,0,1,0
0.260089900,0,0,1,1
0.261613600,0,1,1,1
0.261658400,0,1,0,1
0.261779000,0,1,0,0
0.261924900,0,0,0,0
0.262853500,1,0,0,0
0.263405200,1,0,1,0
0.263491100,1,0,1,1
0.263991400,1,0,0,1
0.264030900,1,1,0,1
0.264551600,0,1,0,1
0.265513600,0,0,0,1
0.266116100,1,0,0,1
0.266270800,1,0,0,0
0.266764500,1,0,1,0
0.266896100,0,0,1,0
0.266954300,0,1,1,0
0.268723500,0,0,1,0
0.269215900,0,0,1,1
0.269718900,1,0,1,1
0.269767400,1,0,0,1
0.270347000,1,0,1,1
0.271809500,1,1,1,1
0.272300200,1,1,0,1
0.272461100,1,1,0,0
0.272616500,0,1,0,0
0.272749500,0,0,0,0
0.273449200,0,0,0,1
0.273451500,0,0,1,1
0.274373700,0,0,0,1
0.275426500,1,0,0,1
0.275573700,1,0,1,1
0.275886700,1,1,1,1
0.276002500,1,1,0,1
0.276368500,1,1,0,0
0.276586400,0,1,0,0
0.276740300,0,1,0,1
0.277615400,0,1,0,0
0.277923800,0,1,1,0
0.278117300,0,0,1,0
0.278458500,1,0,1,0
0.278705100,0,0,1,0
0.279464100,0,0,0,0
0.279719000,0,0,1,0
0.279748900,0,0,0,0
0.279941300,0,0,1,0
0.280599700,0,0,1,1
0.280646400,0,1,1,1
0.280654400,1,1,1,1
0.280849700,1,0,1,1
0.281005500,1,0,1,0
0.281052200,1,0,1,1
0.281834400,0,0,1,1
0.281967400,0,0,1,0
0.282630400,0,1,1,0
0.282904900,0,1,1,1
0.282980300,0,1,0,1
0.283443400,0,1,1,1
0.283983900,0,0,1,1
0.284234200,1,0,1,1
0.284829100,1,0,1,0
0.285095700,1,0,1,1
0.285160400,1,0,0,1
0.285625900,1,0,1,1
0.286174600,1,0,1,0
0.286176100,0,0,1,0
0.286986500,0,1,1,0
0.287061500,0,1,0,0
0.287564100,1,1,0,0
0.288255300,1,1,0,1
0.288682100,1,0,0,1
0.288913900,1,0,1,1
0.289053300,1,0,0,1
0.289231700,1,0,0,0
0.289613400,1,0,1,0
0.290211500,0,0,1,0
0.290466600,0,1,1,0
0.290583700,0,1,1,1
0.291578800,0,0,1,1
0.292221600,1,0,1,1
0.292320100,1,0,0,1
0.292622300,0,0,0,1
0.293375200,0,0,1,1
0.293476400,0,0,1,0
0.293647500,0,1,1,0
0.294311400,0,1,0,0
0.294450700,1,1,0,0
0.294531800,1,0,0,0
0.294983300,0,0,0,0
0.295025200,0,0,0,1
0.296865600,0,0,0,0
0.297072500,0,1,0,0
0.297137900,1,1,0,0
0.297257900,1,1,1,0
0.297548600,1,1,0,0
0.298354400,1,1,1,0
0.298535000,0,1,1,0
0.298701800,0,1,1,1
0.298936700,1,1,1,1
0.299833100,1,0,1,1
0.300344400,1,1,1,1
0.300591900,1,1,0,1
0.300737700,1,1,1,1
0.300745100,1,1,1,0
0.302031700,0,1,1,0
0.302168600,1,1,1,0
0.302180700,1,0,1,0
0.302189900,1,0,1,1
0.302569300,1,0,0,1
0.303485500,1,1,0,1
0.303578500,0,1,0,1
0.303744700,0,1,0,0
0.303803900,0,1,0,1
0.304223600,1,1,0,1
0.304344400,1,0,0,1
0.304746100,1,0,1,1
0.305023700,1,1,1,1
0.305101600,0,1,1,1
0.306135500,1,1,1,1
0.306255000,1,1,1,0
0.306405900,1,1,0,0
0.306610600,0,1,0,0
0.307359100,0,1,0,1
0.307465200,1,1,0,1
0.308014400,1,0,0,1
0.308239600,1,0,0,0
0.308755900,1,0,0,1
0.308764100,1,1,0,1
0.309147500,1,1,1,1
0.309292400,1,1,0,1
0.309932700,0,1,0,1
0.309933900,1,1,0,1
0.309990400,1,1,0,0
0.311549900,1,1,0,1
0.311698900,1,1,1,1
0.311980100,1,0,1,1
0.312074400,1,1,1,1
0.312478100,0,1,1,1
0.313338900,0,1,1,0
0.313586200,0,1,0,0
0.314539900,0,0,0,0
0.314784400,1,0,0,0
0.315437400,1,1,0,0
0.315537400,1,1,1,0
0.315558500,1,1,0,0
0.315941800,1,1,1,0
0.316211200,1,1,1,1
0.316730900,0,1,1,1
0.317026000,0,0,1,1
0.317400800,1,0,1,1
0.317537600,1,0,0,1
0.318137700,1,0,0,0
0.318468900,1,1,0,0
0.318863600,0,1,0,0
0.320315400,1,1,0,0
0.320409000,1,1,1,0
0.321123400,1,1,0,0
0.321161000,1,0,0,0
0.321310900,1,0,1,0
0.321330300,1,0,1,1
0.321423100,1,1,1,1
0.321808800,1,1,0,1
0.322919800,1,0,0,1
0.323024400,0,0,0,1
0.323727800,0,0,0,0
0.324259200,0,0,0,1
0.324546400,0,0,1,1
0.325011000,0,0,1,0
0.325123400,1,0,1,0
0.325203700,1,1,1,0
0.325499500,1,1,1,1
0.326396300,1,1,0,1
0.326840000,0,1,0,1
0.327052600,1,1,0,1
0.327892000,1,0,0,1
0.327955900,1,0,0,0
0.328107200,1,1,0,0
0.328316500,1,0,0,0
0.328488800,0,0,0,0
0.328889200,0,0,1,0
0.329450000,0,0,0,0
0.330006300,0,0,0,1
0.330152000,0,1,0,1
0.330395800,0,1,1,1
0.330594500,1,1,1,1
0.330774800,1,1,1,0
0.332285700,1,1,1,1
0.332595000,1,1,0,1
0.332702900,1,0,0,1
0.333150300,1,1,0,1
0.333580800,0,1,0,1
0.333681800,0,1,0,0
0.333892800,1,1,0,0
0.334563900,1,0,0,0
0.335585300,1,0,1,0
0.335688600,1,0,1,1
0.335771500,0,0,1,1
0.336324400,0,1,1,1
0.337068300,0,1,0,1
0.338125900,0,1,0,0
0.338137000,0,0,0,0
0.338378900,0,0,1,0
0.338665000,1,0,1,0
0.339522300,1,0,1,1
0.340539900,1,1,1,1
0.341279000,1,1,1,0
0.341322900,1,1,0,0
0.341654200,0,1,0,0
0.342474200,0,0,0,0
0.342543900,0,0,0,1
0.342687100,0,0,1,1
0.343719300,0,1,1,1
0.343735300,0,1,1,0
0.343933300,1,1,1,0
0.345536300,1,1,1,1
0.345940000,1,1,0,1
0.346075500,0,1,0,1
0.346126100,0,1,0,0
0.346316400,0,0,0,0
0.346778300,0,0,0,1
0.347738100,0,0,0,0
0.347914700,1,0,0,0
0.348208600,1,0,1,0
0.348494300,1,1,1,0
0.348877900,1,1,1,1
0.350294200,1,1,0,1
0.350407800,1,0,0,1
0.350596700,0,0,0,1
0.350708000,0,1,0,1
0.351379200,0,1,0,0
0.351400900,0,1,0,1
0.352538800,0,0,0,1
0.353423800,1,0,0,1
0.353511100,1,0,1,1
0.354231200,1,0,1,0
0.355047100,1,1,1,0
0.355436500,1,1,0,0
0.355630900,1,1,1,0
0.355825900,1,1,0,0
0.355926500,1,0,0,0
0.356411300,1,0,0,1
0.356419300,0,0,0,1
0.356453100,0,0,0,0
0.356964100,0,1,0,0
0.357418100,1,1,0,0
0.357737500,1,0,0,0
0.358634900,1,0,0,1
0.358839800,1,0,1,1
0.359668600,1,0,1,0
0.360061300,1,1,1,0
0.360297500,1,0,1,0
0.360601800,0,0,1,0
0.360753400,0,0,0,0
0.360923600,0,0,0,1
0.361502100,0,0,1,1
0.361868900,0,0,0,1
0.362088600,0,1,0,1
0.362556900,1,1,0,1
0.363804600,1,1,0,0
0.363898600,1,0,0,0
0.364777700,1,0,1,0
0.365315600,0,0,1,0
0.365678000,1,0,1,0
0.365718200,1,1,1,0
0.366572800,1,1,1,1
0.366877500,1,0,1,1
0.367102700,1,1,1,1
0.367286400,1,1,0,1
0.367567400,1,1,1,1
0.367786900,0,1,1,1
0.368154900,1,1,1,1
0.368673200,1,1,0,1
0.369050500,1,1,0,0
0.369266800,1,1,0,1
0.369449600,1,0,0,1
0.369763500,1,1,0,1
0.370323700,1,1,0,0
0.370990500,0,1,0,0
0.371237800,0,0,0,0
0.371527900,0,0,1,0
0.372096400,0,0,0,0
0.372305000,0,1,0,0
0.372393000,0,0,0,0
0.372423100,1,0,0,0
0.372569100,1,0,1,0
0.373466300,1,0,1,1
0.373973500,1,1,1,1
0.374392900,1,1,1,0
0.374544800,1,1,1,1
0.375183900,0,1,1,1
0.375754300,0,1,0,1
0.376239500,1,1,0,1
0.376477000,1,0,0,1
0.376584100,1,0,0,0
0.376765500,0,0,0,0
0.376898100,0,0,1,0
0.377858300,1,0,1,0
0.377950800,1,0,1,1
0.378127900,1,0,1,0
0.378203000,0,0,1,0
0.378712700,0,0,1,1
0.378889900,0,1,1,1
0.379058100,0,1,0,1
0.379641000,0,0,0,1
0.379714600,0,1,0,1
0.380528100,0,1,1,1
0.381144500,1,1,1,1
0.381546500,0,1,1,1
0.381814000,0,1,1,0
0.382084100,1,1,1,0
0.382335300,1,0,1,0
0.383180200,1,1,1,0
0.383433700,1,1,0,0
0.383691100,1,1,0,1
0.385046500,1,0,0,1
0.385051000,0,0,0,1
0.385464100,0,0,0,0
0.385954000,0,0,1,0
0.385991900,0,1,1,0
0.386868000,0,1,1,1
0.387772900,1,1,1,1
0.388344800,1,1,0,1
0.388421300,1,0,0,1
0.388862700,1,0,1,1
0.389698800,1,0,1,0
0.390431700,0,0,1,0
0.390543500,0,1,1,0
0.390878200,0,1,1,1
0.391480300,0,1,0,1
0.391964700,0,0,0,1
0.392100600,1,0,0,1
0.392290100,1,0,0,0
0.393583800,1,0,0,1
0.393794300,1,0,0,0
0.393974300,0,0,0,0
0.394208300,0,0,0,1
0.394543300,0,1,0,1
0.394637600,0,1,1,1
0.396501800,1,1,1,1
0.396551400,1,1,1,0
0.396608500,1,0,1,0
0.397909800,1,0,0,0
0.398345100,1,1,0,0
0.398559000,1,0,0,0
0.398606900,1,0,1,0
0.399089900,1,1,1,0
0.399465800,1,1,1,1
0.399714500,1,1,0,1
0.399755200,0,1,0,1
0.400081900,0,1,0,0
0.400095000,1,1,0,0
0.400180800,1,1,1,0
0.400419400,0,1,1,0
0.400792700,1,1,1,0
0.401133900,1,0,1,0
0.401575100,1,0,0,0
0.401756600,1,1,0,0
0.402351100,1,0,0,0
0.402356900,1,1,0,0
0.402793300,1,1,1,0
0.402812800,0,1,1,0
0.403199400,0,1,1,1
0.403337200,0,1,1,0
0.403506300,0,0,1,0
0.403667200,0,1,1,0
0.404417000,1,1,1,0
0.405085100,1,1,0,0
0.405387800,1,0,0,0
0.405960600,1,1,0,0
0.406031600,1,1,0,1
0.406222500,0,1,0,1
0.406386400,0,0,0,1
0.406656200,0,0,0,0
0.407323800,0,0,0,1
0.407398400,1,0,0,1
